cell,species,Habitat
2985621,Abies nordmanniana,DryPoor
2985624,Abies nordmanniana,DryPoor
2985625,Abies nordmanniana,DryPoor
2985626,Abies nordmanniana,DryPoor
2987913,Abies nordmanniana,DryPoor
2987915,Abies nordmanniana,DryPoor
2987916,Abies nordmanniana,DryPoor
2987925,Abies nordmanniana,DryPoor
2990214,Abies nordmanniana,DryPoor
2992534,Abies nordmanniana,DryPoor
2994834,Abies nordmanniana,DryPoor
2997134,Abies nordmanniana,DryPoor
3018257,Abies nordmanniana,DryPoor
3018259,Abies nordmanniana,DryPoor
3020557,Abies nordmanniana,DryPoor
3020559,Abies nordmanniana,DryPoor
3022859,Abies nordmanniana,DryPoor
3025157,Abies nordmanniana,DryPoor
3025159,Abies nordmanniana,DryPoor
3027457,Abies nordmanniana,DryPoor
3036395,Abies nordmanniana,DryPoor
3036396,Abies nordmanniana,DryPoor
3038694,Abies nordmanniana,DryPoor
3038695,Abies nordmanniana,DryPoor
3038696,Abies nordmanniana,DryPoor
3038697,Abies nordmanniana,DryPoor
3040993,Abies nordmanniana,DryPoor
3040994,Abies nordmanniana,DryPoor
3040995,Abies nordmanniana,DryPoor
3043294,Abies nordmanniana,DryPoor
3043296,Abies nordmanniana,DryPoor
3043297,Abies nordmanniana,DryPoor
3045594,Abies nordmanniana,DryPoor
3045595,Abies nordmanniana,DryPoor
3045596,Abies nordmanniana,DryPoor
3045597,Abies nordmanniana,DryPoor
3050457,Abies nordmanniana,DryPoor
3052757,Abies nordmanniana,DryPoor
3052758,Abies nordmanniana,DryPoor
3052759,Abies nordmanniana,DryPoor
3052760,Abies nordmanniana,DryPoor
3055058,Abies nordmanniana,DryPoor
3055059,Abies nordmanniana,DryPoor
3061654,Abies nordmanniana,DryPoor
3061657,Abies nordmanniana,DryPoor
3063874,Abies nordmanniana,DryPoor
3063875,Abies nordmanniana,DryPoor
3063876,Abies nordmanniana,DryPoor
3063956,Abies nordmanniana,DryPoor
3066173,Abies nordmanniana,DryPoor
3066174,Abies nordmanniana,DryPoor
3066175,Abies nordmanniana,DryPoor
3066176,Abies nordmanniana,DryPoor
3066177,Abies nordmanniana,DryPoor
3066256,Abies nordmanniana,DryPoor
3068474,Abies nordmanniana,DryPoor
3068476,Abies nordmanniana,DryPoor
3068477,Abies nordmanniana,DryPoor
3070773,Abies nordmanniana,DryPoor
3070775,Abies nordmanniana,DryPoor
3070776,Abies nordmanniana,DryPoor
3070777,Abies nordmanniana,DryPoor
3073074,Abies nordmanniana,DryPoor
3073075,Abies nordmanniana,DryPoor
3073076,Abies nordmanniana,DryPoor
3084453,Abies nordmanniana,DryPoor
3084454,Abies nordmanniana,DryPoor
3093784,Abies nordmanniana,DryPoor
3093785,Abies nordmanniana,DryPoor
3093786,Abies nordmanniana,DryPoor
3096083,Abies nordmanniana,DryPoor
3096084,Abies nordmanniana,DryPoor
3096086,Abies nordmanniana,DryPoor
3096087,Abies nordmanniana,DryPoor
3098383,Abies nordmanniana,DryPoor
3098384,Abies nordmanniana,DryPoor
3098386,Abies nordmanniana,DryPoor
3098387,Abies nordmanniana,DryPoor
3100267,Abies nordmanniana,DryPoor
3100683,Abies nordmanniana,DryPoor
3100684,Abies nordmanniana,DryPoor
3100686,Abies nordmanniana,DryPoor
3100687,Abies nordmanniana,DryPoor
3102564,Abies nordmanniana,DryPoor
3102984,Abies nordmanniana,DryPoor
3104864,Abies nordmanniana,DryPoor
3110006,Abies nordmanniana,DryPoor
3114831,Abies nordmanniana,DryPoor
3114833,Abies nordmanniana,DryPoor
3114834,Abies nordmanniana,DryPoor
3117133,Abies nordmanniana,DryPoor
3117210,Abies nordmanniana,DryPoor
3119510,Abies nordmanniana,DryPoor
3121809,Abies nordmanniana,DryPoor
3121810,Abies nordmanniana,DryPoor
3121813,Abies nordmanniana,DryPoor
3124109,Abies nordmanniana,DryPoor
3124111,Abies nordmanniana,DryPoor
3126368,Abies nordmanniana,DryPoor
3126369,Abies nordmanniana,DryPoor
3128668,Abies nordmanniana,DryPoor
3128669,Abies nordmanniana,DryPoor
3144480,Abies nordmanniana,DryPoor
3144532,Abies nordmanniana,DryPoor
3146777,Abies nordmanniana,DryPoor
3146778,Abies nordmanniana,DryPoor
3146780,Abies nordmanniana,DryPoor
3146781,Abies nordmanniana,DryPoor
3149078,Abies nordmanniana,DryPoor
3149079,Abies nordmanniana,DryPoor
3149080,Abies nordmanniana,DryPoor
3149081,Abies nordmanniana,DryPoor
3151377,Abies nordmanniana,DryPoor
3151381,Abies nordmanniana,DryPoor
3153678,Abies nordmanniana,DryPoor
3153679,Abies nordmanniana,DryPoor
3153680,Abies nordmanniana,DryPoor
3162792,Abies nordmanniana,DryPoor
3162895,Abies nordmanniana,DryPoor
3165090,Abies nordmanniana,DryPoor
3165091,Abies nordmanniana,DryPoor
3165092,Abies nordmanniana,DryPoor
3165093,Abies nordmanniana,DryPoor
3165194,Abies nordmanniana,DryPoor
3165195,Abies nordmanniana,DryPoor
3167390,Abies nordmanniana,DryPoor
3167391,Abies nordmanniana,DryPoor
3167392,Abies nordmanniana,DryPoor
3167393,Abies nordmanniana,DryPoor
3167394,Abies nordmanniana,DryPoor
3167494,Abies nordmanniana,DryPoor
3167495,Abies nordmanniana,DryPoor
3169690,Abies nordmanniana,DryPoor
3169691,Abies nordmanniana,DryPoor
3169693,Abies nordmanniana,DryPoor
3169794,Abies nordmanniana,DryPoor
3171992,Abies nordmanniana,DryPoor
3171993,Abies nordmanniana,DryPoor
3172094,Abies nordmanniana,DryPoor
3177416,Abies nordmanniana,DryPoor
3177417,Abies nordmanniana,DryPoor
3177418,Abies nordmanniana,DryPoor
3177419,Abies nordmanniana,DryPoor
3179716,Abies nordmanniana,DryPoor
3179717,Abies nordmanniana,DryPoor
3186710,Abies nordmanniana,DryPoor
3191310,Abies nordmanniana,DryPoor
3206924,Abies nordmanniana,DryPoor
3206925,Abies nordmanniana,DryPoor
3206926,Abies nordmanniana,DryPoor
3206927,Abies nordmanniana,DryPoor
3208910,Abies nordmanniana,DryPoor
3208911,Abies nordmanniana,DryPoor
3209224,Abies nordmanniana,DryPoor
3209225,Abies nordmanniana,DryPoor
3209226,Abies nordmanniana,DryPoor
3209227,Abies nordmanniana,DryPoor
3209228,Abies nordmanniana,DryPoor
3211209,Abies nordmanniana,DryPoor
3211210,Abies nordmanniana,DryPoor
3211211,Abies nordmanniana,DryPoor
3211212,Abies nordmanniana,DryPoor
3211525,Abies nordmanniana,DryPoor
3211527,Abies nordmanniana,DryPoor
3211528,Abies nordmanniana,DryPoor
3213510,Abies nordmanniana,DryPoor
3213512,Abies nordmanniana,DryPoor
3213513,Abies nordmanniana,DryPoor
3213825,Abies nordmanniana,DryPoor
3213826,Abies nordmanniana,DryPoor
3215810,Abies nordmanniana,DryPoor
3215811,Abies nordmanniana,DryPoor
3215812,Abies nordmanniana,DryPoor
3215813,Abies nordmanniana,DryPoor
3217645,Abies nordmanniana,DryPoor
3217646,Abies nordmanniana,DryPoor
3217647,Abies nordmanniana,DryPoor
3218111,Abies nordmanniana,DryPoor
3218113,Abies nordmanniana,DryPoor
3219945,Abies nordmanniana,DryPoor
3219946,Abies nordmanniana,DryPoor
3220410,Abies nordmanniana,DryPoor
3220411,Abies nordmanniana,DryPoor
3220413,Abies nordmanniana,DryPoor
3222245,Abies nordmanniana,DryPoor
3222247,Abies nordmanniana,DryPoor
3222248,Abies nordmanniana,DryPoor
3222711,Abies nordmanniana,DryPoor
3224545,Abies nordmanniana,DryPoor
3224546,Abies nordmanniana,DryPoor
3247455,Abies nordmanniana,DryPoor
3250211,Abies nordmanniana,DryPoor
3250212,Abies nordmanniana,DryPoor
3250215,Abies nordmanniana,DryPoor
3250724,Abies nordmanniana,DryPoor
3250728,Abies nordmanniana,DryPoor
3252512,Abies nordmanniana,DryPoor
3252513,Abies nordmanniana,DryPoor
3252514,Abies nordmanniana,DryPoor
3252515,Abies nordmanniana,DryPoor
3254812,Abies nordmanniana,DryPoor
3268545,Abies nordmanniana,DryPoor
3268546,Abies nordmanniana,DryPoor
3268547,Abies nordmanniana,DryPoor
3270845,Abies nordmanniana,DryPoor
3270846,Abies nordmanniana,DryPoor
3272854,Abies nordmanniana,DryPoor
3273144,Abies nordmanniana,DryPoor
3273145,Abies nordmanniana,DryPoor
3273146,Abies nordmanniana,DryPoor
3273147,Abies nordmanniana,DryPoor
3275152,Abies nordmanniana,DryPoor
3275153,Abies nordmanniana,DryPoor
3275155,Abies nordmanniana,DryPoor
3275445,Abies nordmanniana,DryPoor
3275446,Abies nordmanniana,DryPoor
3275447,Abies nordmanniana,DryPoor
3277456,Abies nordmanniana,DryPoor
3277746,Abies nordmanniana,DryPoor
3277747,Abies nordmanniana,DryPoor
3284381,Abies nordmanniana,DryPoor
3310399,Abies nordmanniana,DryPoor
3310400,Abies nordmanniana,DryPoor
3312698,Abies nordmanniana,DryPoor
3312699,Abies nordmanniana,DryPoor
3312700,Abies nordmanniana,DryPoor
3314998,Abies nordmanniana,DryPoor
3314999,Abies nordmanniana,DryPoor
3315000,Abies nordmanniana,DryPoor
3317299,Abies nordmanniana,DryPoor
3317300,Abies nordmanniana,DryPoor
3321073,Abies nordmanniana,DryPoor
3323371,Abies nordmanniana,DryPoor
3323372,Abies nordmanniana,DryPoor
3335710,Abies nordmanniana,DryPoor
3335711,Abies nordmanniana,DryPoor
3338009,Abies nordmanniana,DryPoor
3338012,Abies nordmanniana,DryPoor
3340309,Abies nordmanniana,DryPoor
3340310,Abies nordmanniana,DryPoor
3340311,Abies nordmanniana,DryPoor
3340312,Abies nordmanniana,DryPoor
3340313,Abies nordmanniana,DryPoor
3342610,Abies nordmanniana,DryPoor
3342611,Abies nordmanniana,DryPoor
3342612,Abies nordmanniana,DryPoor
3344909,Abies nordmanniana,DryPoor
3344911,Abies nordmanniana,DryPoor
3344912,Abies nordmanniana,DryPoor
3374432,Abies nordmanniana,DryPoor
3374433,Abies nordmanniana,DryPoor
3376731,Abies nordmanniana,DryPoor
3376733,Abies nordmanniana,DryPoor
3376734,Abies nordmanniana,DryPoor
3379031,Abies nordmanniana,DryPoor
3379032,Abies nordmanniana,DryPoor
3379034,Abies nordmanniana,DryPoor
3379035,Abies nordmanniana,DryPoor
3381331,Abies nordmanniana,DryPoor
3381332,Abies nordmanniana,DryPoor
3381333,Abies nordmanniana,DryPoor
3381334,Abies nordmanniana,DryPoor
3381335,Abies nordmanniana,DryPoor
3383632,Abies nordmanniana,DryPoor
3383633,Abies nordmanniana,DryPoor
3383634,Abies nordmanniana,DryPoor
3385911,Abies nordmanniana,DryPoor
3385912,Abies nordmanniana,DryPoor
3385913,Abies nordmanniana,DryPoor
3388211,Abies nordmanniana,DryPoor
3390509,Abies nordmanniana,DryPoor
3390510,Abies nordmanniana,DryPoor
3392855,Abies nordmanniana,DryPoor
3392856,Abies nordmanniana,DryPoor
3394742,Abies nordmanniana,DryPoor
3395154,Abies nordmanniana,DryPoor
3395155,Abies nordmanniana,DryPoor
3397042,Abies nordmanniana,DryPoor
3397454,Abies nordmanniana,DryPoor
3397455,Abies nordmanniana,DryPoor
3397456,Abies nordmanniana,DryPoor
3397457,Abies nordmanniana,DryPoor
3397458,Abies nordmanniana,DryPoor
3399754,Abies nordmanniana,DryPoor
3399755,Abies nordmanniana,DryPoor
3399757,Abies nordmanniana,DryPoor
3399758,Abies nordmanniana,DryPoor
3402054,Abies nordmanniana,DryPoor
3402057,Abies nordmanniana,DryPoor
3416288,Abies nordmanniana,DryPoor
3434270,Abies nordmanniana,DryPoor
3436570,Abies nordmanniana,DryPoor
3436571,Abies nordmanniana,DryPoor
3436573,Abies nordmanniana,DryPoor
3438798,Abies nordmanniana,DryPoor
3438799,Abies nordmanniana,DryPoor
3438801,Abies nordmanniana,DryPoor
3438802,Abies nordmanniana,DryPoor
3438803,Abies nordmanniana,DryPoor
3438870,Abies nordmanniana,DryPoor
3441099,Abies nordmanniana,DryPoor
3441102,Abies nordmanniana,DryPoor
3441103,Abies nordmanniana,DryPoor
3441172,Abies nordmanniana,DryPoor
3443399,Abies nordmanniana,DryPoor
3443949,Abies nordmanniana,DryPoor
3443951,Abies nordmanniana,DryPoor
3450830,Abies nordmanniana,DryPoor
3645976,Abies nordmanniana,DryPoor
3648275,Abies nordmanniana,DryPoor
3648276,Abies nordmanniana,DryPoor
3650578,Abies nordmanniana,DryPoor
3652878,Abies nordmanniana,DryPoor
3689600,Abies nordmanniana,DryPoor
3689601,Abies nordmanniana,DryPoor
3689602,Abies nordmanniana,DryPoor
3689603,Abies nordmanniana,DryPoor
3691900,Abies nordmanniana,DryPoor
3691901,Abies nordmanniana,DryPoor
3691902,Abies nordmanniana,DryPoor
3691903,Abies nordmanniana,DryPoor
3691904,Abies nordmanniana,DryPoor
3694202,Abies nordmanniana,DryPoor
3694203,Abies nordmanniana,DryPoor
3694204,Abies nordmanniana,DryPoor
3696500,Abies nordmanniana,DryPoor
3696501,Abies nordmanniana,DryPoor
3696502,Abies nordmanniana,DryPoor
3696503,Abies nordmanniana,DryPoor
3698802,Abies nordmanniana,DryPoor
3698869,Abies nordmanniana,DryPoor
3701169,Abies nordmanniana,DryPoor
3703477,Abies nordmanniana,DryPoor
3705776,Abies nordmanniana,DryPoor
3705777,Abies nordmanniana,DryPoor
3705778,Abies nordmanniana,DryPoor
3705779,Abies nordmanniana,DryPoor
3708079,Abies nordmanniana,DryPoor
3708080,Abies nordmanniana,DryPoor
3710379,Abies nordmanniana,DryPoor
3710404,Abies nordmanniana,DryPoor
3737860,Abies nordmanniana,DryPoor
3740160,Abies nordmanniana,DryPoor
3740161,Abies nordmanniana,DryPoor
3740162,Abies nordmanniana,DryPoor
3740217,Abies nordmanniana,DryPoor
3740218,Abies nordmanniana,DryPoor
3740219,Abies nordmanniana,DryPoor
3742460,Abies nordmanniana,DryPoor
3742461,Abies nordmanniana,DryPoor
3742462,Abies nordmanniana,DryPoor
3742516,Abies nordmanniana,DryPoor
3742517,Abies nordmanniana,DryPoor
3742519,Abies nordmanniana,DryPoor
3744760,Abies nordmanniana,DryPoor
3744761,Abies nordmanniana,DryPoor
3744762,Abies nordmanniana,DryPoor
3744816,Abies nordmanniana,DryPoor
3744817,Abies nordmanniana,DryPoor
3744818,Abies nordmanniana,DryPoor
3744820,Abies nordmanniana,DryPoor
3747059,Abies nordmanniana,DryPoor
3747060,Abies nordmanniana,DryPoor
3747061,Abies nordmanniana,DryPoor
3747117,Abies nordmanniana,DryPoor
3747118,Abies nordmanniana,DryPoor
3747119,Abies nordmanniana,DryPoor
3747120,Abies nordmanniana,DryPoor
3749418,Abies nordmanniana,DryPoor
3758667,Abies nordmanniana,DryPoor
3760967,Abies nordmanniana,DryPoor
3760968,Abies nordmanniana,DryPoor
3760969,Abies nordmanniana,DryPoor
3763267,Abies nordmanniana,DryPoor
3763268,Abies nordmanniana,DryPoor
3763269,Abies nordmanniana,DryPoor
3765569,Abies nordmanniana,DryPoor
253745,Abies nordmanniana,DryRich
253746,Abies nordmanniana,DryRich
256044,Abies nordmanniana,DryRich
256045,Abies nordmanniana,DryRich
256046,Abies nordmanniana,DryRich
256047,Abies nordmanniana,DryRich
258344,Abies nordmanniana,DryRich
258345,Abies nordmanniana,DryRich
258346,Abies nordmanniana,DryRich
262944,Abies nordmanniana,DryRich
278976,Abies nordmanniana,DryRich
278977,Abies nordmanniana,DryRich
281276,Abies nordmanniana,DryRich
311227,Abies nordmanniana,DryRich
311228,Abies nordmanniana,DryRich
311229,Abies nordmanniana,DryRich
313526,Abies nordmanniana,DryRich
315826,Abies nordmanniana,DryRich
315827,Abies nordmanniana,DryRich
315828,Abies nordmanniana,DryRich
315829,Abies nordmanniana,DryRich
315830,Abies nordmanniana,DryRich
318032,Abies nordmanniana,DryRich
318033,Abies nordmanniana,DryRich
318126,Abies nordmanniana,DryRich
318127,Abies nordmanniana,DryRich
318129,Abies nordmanniana,DryRich
320331,Abies nordmanniana,DryRich
320332,Abies nordmanniana,DryRich
320333,Abies nordmanniana,DryRich
320334,Abies nordmanniana,DryRich
320427,Abies nordmanniana,DryRich
320428,Abies nordmanniana,DryRich
320429,Abies nordmanniana,DryRich
322631,Abies nordmanniana,DryRich
322632,Abies nordmanniana,DryRich
322633,Abies nordmanniana,DryRich
322634,Abies nordmanniana,DryRich
322635,Abies nordmanniana,DryRich
324931,Abies nordmanniana,DryRich
324932,Abies nordmanniana,DryRich
324933,Abies nordmanniana,DryRich
327231,Abies nordmanniana,DryRich
327232,Abies nordmanniana,DryRich
407864,Abies nordmanniana,DryRich
410163,Abies nordmanniana,DryRich
410166,Abies nordmanniana,DryRich
412464,Abies nordmanniana,DryRich
412467,Abies nordmanniana,DryRich
414733,Abies nordmanniana,DryRich
414734,Abies nordmanniana,DryRich
417033,Abies nordmanniana,DryRich
417065,Abies nordmanniana,DryRich
421581,Abies nordmanniana,DryRich
423881,Abies nordmanniana,DryRich
423882,Abies nordmanniana,DryRich
446888,Abies nordmanniana,DryRich
449186,Abies nordmanniana,DryRich
449187,Abies nordmanniana,DryRich
449188,Abies nordmanniana,DryRich
449189,Abies nordmanniana,DryRich
451486,Abies nordmanniana,DryRich
451487,Abies nordmanniana,DryRich
451490,Abies nordmanniana,DryRich
453786,Abies nordmanniana,DryRich
453787,Abies nordmanniana,DryRich
453788,Abies nordmanniana,DryRich
453789,Abies nordmanniana,DryRich
453790,Abies nordmanniana,DryRich
453859,Abies nordmanniana,DryRich
453860,Abies nordmanniana,DryRich
453861,Abies nordmanniana,DryRich
456087,Abies nordmanniana,DryRich
456159,Abies nordmanniana,DryRich
456160,Abies nordmanniana,DryRich
456161,Abies nordmanniana,DryRich
456162,Abies nordmanniana,DryRich
458459,Abies nordmanniana,DryRich
458460,Abies nordmanniana,DryRich
458461,Abies nordmanniana,DryRich
458462,Abies nordmanniana,DryRich
460760,Abies nordmanniana,DryRich
460761,Abies nordmanniana,DryRich
460762,Abies nordmanniana,DryRich
463060,Abies nordmanniana,DryRich
463061,Abies nordmanniana,DryRich
485964,Abies nordmanniana,DryRich
485965,Abies nordmanniana,DryRich
485966,Abies nordmanniana,DryRich
488264,Abies nordmanniana,DryRich
488265,Abies nordmanniana,DryRich
488267,Abies nordmanniana,DryRich
488268,Abies nordmanniana,DryRich
490566,Abies nordmanniana,DryRich
490567,Abies nordmanniana,DryRich
490568,Abies nordmanniana,DryRich
492864,Abies nordmanniana,DryRich
492865,Abies nordmanniana,DryRich
492866,Abies nordmanniana,DryRich
492867,Abies nordmanniana,DryRich
601050,Abies nordmanniana,DryRich
603349,Abies nordmanniana,DryRich
603352,Abies nordmanniana,DryRich
603353,Abies nordmanniana,DryRich
605649,Abies nordmanniana,DryRich
605650,Abies nordmanniana,DryRich
605651,Abies nordmanniana,DryRich
605652,Abies nordmanniana,DryRich
605653,Abies nordmanniana,DryRich
607950,Abies nordmanniana,DryRich
638038,Abies nordmanniana,DryRich
638039,Abies nordmanniana,DryRich
638040,Abies nordmanniana,DryRich
640339,Abies nordmanniana,DryRich
640341,Abies nordmanniana,DryRich
642641,Abies nordmanniana,DryRich
644941,Abies nordmanniana,DryRich
669904,Abies nordmanniana,DryRich
669905,Abies nordmanniana,DryRich
669906,Abies nordmanniana,DryRich
669907,Abies nordmanniana,DryRich
672203,Abies nordmanniana,DryRich
672204,Abies nordmanniana,DryRich
672205,Abies nordmanniana,DryRich
672206,Abies nordmanniana,DryRich
672207,Abies nordmanniana,DryRich
672208,Abies nordmanniana,DryRich
674503,Abies nordmanniana,DryRich
674504,Abies nordmanniana,DryRich
674505,Abies nordmanniana,DryRich
674506,Abies nordmanniana,DryRich
674508,Abies nordmanniana,DryRich
676804,Abies nordmanniana,DryRich
676806,Abies nordmanniana,DryRich
676807,Abies nordmanniana,DryRich
676808,Abies nordmanniana,DryRich
679105,Abies nordmanniana,DryRich
679106,Abies nordmanniana,DryRich
782775,Abies nordmanniana,DryRich
782776,Abies nordmanniana,DryRich
785074,Abies nordmanniana,DryRich
785076,Abies nordmanniana,DryRich
787374,Abies nordmanniana,DryRich
787375,Abies nordmanniana,DryRich
787376,Abies nordmanniana,DryRich
789674,Abies nordmanniana,DryRich
789675,Abies nordmanniana,DryRich
791907,Abies nordmanniana,DryRich
791908,Abies nordmanniana,DryRich
791909,Abies nordmanniana,DryRich
794206,Abies nordmanniana,DryRich
794207,Abies nordmanniana,DryRich
794208,Abies nordmanniana,DryRich
794209,Abies nordmanniana,DryRich
794210,Abies nordmanniana,DryRich
794220,Abies nordmanniana,DryRich
794221,Abies nordmanniana,DryRich
796505,Abies nordmanniana,DryRich
796506,Abies nordmanniana,DryRich
796507,Abies nordmanniana,DryRich
796510,Abies nordmanniana,DryRich
796519,Abies nordmanniana,DryRich
796521,Abies nordmanniana,DryRich
796522,Abies nordmanniana,DryRich
798805,Abies nordmanniana,DryRich
798807,Abies nordmanniana,DryRich
798808,Abies nordmanniana,DryRich
798809,Abies nordmanniana,DryRich
798819,Abies nordmanniana,DryRich
798820,Abies nordmanniana,DryRich
798822,Abies nordmanniana,DryRich
798823,Abies nordmanniana,DryRich
801105,Abies nordmanniana,DryRich
801106,Abies nordmanniana,DryRich
801107,Abies nordmanniana,DryRich
801108,Abies nordmanniana,DryRich
801109,Abies nordmanniana,DryRich
801119,Abies nordmanniana,DryRich
801120,Abies nordmanniana,DryRich
801121,Abies nordmanniana,DryRich
801122,Abies nordmanniana,DryRich
801123,Abies nordmanniana,DryRich
803404,Abies nordmanniana,DryRich
803405,Abies nordmanniana,DryRich
803406,Abies nordmanniana,DryRich
803407,Abies nordmanniana,DryRich
803422,Abies nordmanniana,DryRich
805703,Abies nordmanniana,DryRich
805704,Abies nordmanniana,DryRich
805705,Abies nordmanniana,DryRich
805706,Abies nordmanniana,DryRich
805707,Abies nordmanniana,DryRich
808003,Abies nordmanniana,DryRich
808004,Abies nordmanniana,DryRich
808005,Abies nordmanniana,DryRich
808006,Abies nordmanniana,DryRich
808007,Abies nordmanniana,DryRich
810303,Abies nordmanniana,DryRich
810304,Abies nordmanniana,DryRich
810305,Abies nordmanniana,DryRich
810306,Abies nordmanniana,DryRich
810307,Abies nordmanniana,DryRich
812604,Abies nordmanniana,DryRich
812605,Abies nordmanniana,DryRich
816980,Abies nordmanniana,DryRich
821580,Abies nordmanniana,DryRich
826182,Abies nordmanniana,DryRich
837839,Abies nordmanniana,DryRich
840135,Abies nordmanniana,DryRich
840137,Abies nordmanniana,DryRich
842434,Abies nordmanniana,DryRich
842435,Abies nordmanniana,DryRich
842502,Abies nordmanniana,DryRich
844539,Abies nordmanniana,DryRich
844540,Abies nordmanniana,DryRich
844802,Abies nordmanniana,DryRich
